time,x,y
1660159243.5673802,-1.5192687511444092,3.181101083755493
1660159243.5750024,-1.516413688659668,3.1804304122924805
1660159243.5821502,-1.510968804359436,3.1790590286254883
1660159243.5888214,-1.5078628063201904,3.178271770477295
1660159243.595628,-1.5047128200531006,3.1775317192077637
1660159243.6022666,-1.502119779586792,3.1767308712005615
1660159243.608263,-1.4981070756912231,3.175917148590088
1660159243.6142921,-1.494712233543396,3.175170660018921
1660159243.6202276,-1.4911103248596191,3.174431324005127
1660159243.6264281,-1.4805107116699219,3.171820878982544
1660159243.6572623,-1.4668340682983398,3.1669092178344727
1660159243.666771,-1.4629197120666504,3.1660304069519043
1660159243.6752248,-1.458013653755188,3.1649768352508545
1660159243.681146,-1.455130934715271,3.1640026569366455
1660159243.6970391,-1.4511685371398926,3.1631181240081787
1660159243.7070515,-1.4469623565673828,3.161815643310547
1660159243.7142518,-1.4426815509796143,3.1604344844818115
1660159243.720624,-1.4385104179382324,3.1593029499053955
1660159243.7271166,-1.4339790344238281,3.1583430767059326
1660159243.7357707,-1.4293452501296997,3.1568286418914795
1660159243.7458117,-1.4247965812683105,3.155414581298828
1660159243.756126,-1.420339584350586,3.154017925262451
1660159243.7628095,-1.415905237197876,3.1524858474731445
1660159243.769263,-1.4114381074905396,3.1510231494903564
1660159243.775912,-1.4074156284332275,3.1499555110931396
1660159243.7861524,-1.4029145240783691,3.1484131813049316
1660159243.7961872,-1.3984400033950806,3.1471612453460693
1660159243.8065205,-1.393909215927124,3.1462063789367676
1660159243.813445,-1.3894823789596558,3.1450467109680176
1660159243.8197384,-1.38494873046875,3.1438965797424316
1660159243.8264148,-1.3805549144744873,3.142677068710327
1660159243.8365712,-1.3760114908218384,3.1413562297821045
1660159243.8459067,-1.3713204860687256,3.1399900913238525
1660159243.8566062,-1.3621920347213745,3.1376636028289795
1660159243.866045,-1.3574166297912598,3.1362130641937256
1660159243.8765604,-1.3530676364898682,3.1348178386688232
1660159243.8865733,-1.3481191396713257,3.1322848796844482
1660159243.8964515,-1.343812346458435,3.1318671703338623
1660159243.9065511,-1.3391485214233398,3.1298325061798096
1660159243.9136183,-1.3341364860534668,3.1283533573150635
1660159243.9199572,-1.3295903205871582,3.1268301010131836
1660159243.9268606,-1.3249356746673584,3.125807523727417
1660159243.9367032,-1.3206300735473633,3.1242449283599854
1660159243.946146,-1.3160451650619507,3.1230270862579346
1660159243.9564047,-1.3117084503173828,3.1213881969451904
1660159243.9627292,-1.3074136972427368,3.119842052459717
1660159243.969217,-1.3030197620391846,3.1184945106506348
1660159243.976268,-1.2990211248397827,3.116828680038452
1660159243.9860718,-1.2943676710128784,3.11566424369812
1660159243.996494,-1.290825605392456,3.11405086517334
1660159244.0062478,-1.2867530584335327,3.1127631664276123
1660159244.0126846,-1.2827346324920654,3.1115105152130127
1660159244.0186949,-1.2786895036697388,3.1104726791381836
1660159244.02594,-1.274806022644043,3.1091244220733643
1660159244.036203,-1.271126389503479,3.1074025630950928
1660159244.0457416,-1.2673195600509644,3.10600209236145
1660159244.0512118,-1.2634692192077637,3.1044886112213135
1660159244.0529506,-1.2597845792770386,3.102673053741455
1660159244.0613732,-1.2561376094818115,3.1008846759796143
1660159244.071813,-1.2525006532669067,3.0990495681762695
1660159244.0819592,-1.2489652633666992,3.097012519836426
1660159244.0924578,-1.245050311088562,3.095360040664673
1660159244.103316,-1.2414110898971558,3.093583106994629
1660159244.107168,-1.237870454788208,3.091732978820801
1660159244.1115282,-1.2342811822891235,3.0903007984161377
1660159244.1259198,-1.2308777570724487,3.088451623916626
1660159244.1364093,-1.2275707721710205,3.086488723754883
1660159244.1467166,-1.224358320236206,3.084468126296997
1660159244.1562443,-1.2211323976516724,3.0823395252227783
1660159244.163157,-1.217973232269287,3.0801141262054443
1660159244.1693988,-1.2146083116531372,3.0777037143707275
1660159244.175525,-1.2116512060165405,3.0751349925994873
1660159244.1866066,-1.208760142326355,3.0726840496063232
1660159244.1960049,-1.2056841850280762,3.070194959640503
1660159244.2061849,-1.2026301622390747,3.0677006244659424
1660159244.212444,-1.1997029781341553,3.0649051666259766
