time,x,y
1660249222.506059,-1.0695552825927734,3.4313955307006836
1660249222.516445,-1.069884181022644,3.4301767349243164
1660249222.5282924,-1.0702098608016968,3.4288599491119385
1660249222.5377,-1.0705533027648926,3.4275050163269043
1660249222.5459657,-1.0709705352783203,3.426126003265381
1660249222.5509245,-1.0714282989501953,3.4245896339416504
1660249222.5569625,-1.071800947189331,3.423022747039795
1660249222.5618207,-1.0722920894622803,3.4213805198669434
1660249222.5725322,-1.0728404521942139,3.4197487831115723
1660249222.5753298,-1.0732861757278442,3.4179673194885254
1660249222.5808973,-1.0737383365631104,3.4161324501037598
1660249222.5913606,-1.0743186473846436,3.4144036769866943
1660249222.6032615,-1.0749366283416748,3.4125049114227295
1660249222.6111639,-1.0755161046981812,3.41054368019104
1660249222.622496,-1.0761306285858154,3.4084558486938477
1660249222.625351,-1.0768183469772339,3.406325578689575
1660249222.6311102,-1.078233242034912,3.404493570327759
1660249222.641272,-1.0789361000061035,3.40213942527771
1660249222.6576886,-1.079587697982788,3.399839162826538
1660249222.6666977,-1.0804150104522705,3.3973517417907715
1660249222.6778028,-1.0811882019042969,3.3947486877441406
1660249222.686067,-1.0821706056594849,3.392219066619873
1660249222.694217,-1.0831643342971802,3.389359474182129
1660249222.7023034,-1.0842676162719727,3.3865482807159424
1660249222.709929,-1.0854135751724243,3.3837392330169678
1660249222.7150364,-1.0867434740066528,3.3806748390197754
1660249222.7236714,-1.0881155729293823,3.3776915073394775
1660249222.731842,-1.0895024538040161,3.3747174739837646
1660249222.7375064,-1.0910606384277344,3.371553897857666
1660249222.741555,-1.0928937196731567,3.36832332611084
1660249222.7539425,-1.094914197921753,3.365267515182495
1660249222.7612715,-1.0964101552963257,3.3617916107177734
1660249222.7728581,-1.0981934070587158,3.358579397201538
1660249222.7760522,-1.1000984907150269,3.3551650047302246
1660249222.7809057,-1.1019339561462402,3.3519623279571533
1660249222.7911663,-1.1046457290649414,3.348172426223755
1660249222.8032799,-1.1063059568405151,3.344757080078125
1660249222.8111644,-1.10871160030365,3.341421365737915
1660249222.8225603,-1.1110156774520874,3.3378896713256836
1660249222.82575,-1.113459587097168,3.3343091011047363
1660249222.831106,-1.1159249544143677,3.3304052352905273
1660249222.841179,-1.1185688972473145,3.3271331787109375
1660249222.853404,-1.1210951805114746,3.323305368423462
1660249222.861273,-1.1239084005355835,3.319761276245117
1660249222.8722441,-1.126759648323059,3.316556930541992
1660249222.8750749,-1.1295843124389648,3.3130271434783936
1660249222.880967,-1.132415533065796,3.309389114379883
1660249222.890939,-1.1352680921554565,3.3056867122650146
1660249222.9032896,-1.13823401927948,3.3021199703216553
1660249222.9114273,-1.141291618347168,3.298506498336792
1660249222.9230993,-1.1443488597869873,3.2948975563049316
1660249222.9324868,-1.1474542617797852,3.291395902633667
1660249222.9373941,-1.1505632400512695,3.2879624366760254
1660249222.941146,-1.1537221670150757,3.2846992015838623
1660249222.9533226,-1.1567938327789307,3.2812023162841797
1660249222.9611435,-1.160012125968933,3.2779388427734375
1660249222.9767842,-1.163208246231079,3.274637222290039
1660249222.9795985,-1.1663843393325806,3.271585464477539
1660249222.982302,-1.1693435907363892,3.268493413925171
1660249222.9920459,-1.172357439994812,3.265408754348755
1660249223.0033467,-1.1752965450286865,3.2624659538269043
1660249223.0113163,-1.1782017946243286,3.2596452236175537
1660249223.0222147,-1.1810344457626343,3.256772041320801
1660249223.1752768,-1.2128421068191528,3.224321126937866
1660249223.1824014,-1.215798258781433,3.221216917037964
1660249223.3748245,-1.2289438247680664,3.202324151992798
1660249223.380889,-1.2316315174102783,3.1998274326324463
1660249223.3869557,-1.231971263885498,3.1983933448791504
1660249223.3930545,-1.2322899103164673,3.1973929405212402
1660249223.399285,-1.2330809831619263,3.1967899799346924
1660249223.4064205,-1.2336961030960083,3.1955087184906006
1660249223.4102378,-1.2343250513076782,3.194833517074585
1660249223.412909,-1.234734058380127,3.194173812866211
1660249223.4151487,-1.2361098527908325,3.194971799850464
1660249223.4176009,-1.236449122428894,3.1943626403808594
1660249223.4225123,-1.236760139465332,3.193779468536377
1660249223.4252446,-1.2373032569885254,3.1932501792907715
1660249223.427909,-1.2376580238342285,3.192847967147827
1660249223.4301782,-1.2379518747329712,3.192561626434326
1660249223.4329026,-1.238374948501587,3.192483425140381
1660249223.4374175,-1.238672137260437,3.192528247833252
1660249223.4396966,-1.2389717102050781,3.1926751136779785
1660249223.4424531,-1.2383294105529785,3.19136905670166
1660249223.4449544,-1.238588809967041,3.1917176246643066
1660249223.4532387,-1.2387065887451172,3.1921496391296387
1660249223.4621978,-1.2387285232543945,3.1928346157073975
1660249223.4725652,-1.2386274337768555,3.1933724880218506
1660249223.4755526,-1.238389492034912,3.194145441055298
1660249223.4811072,-1.2380869388580322,3.1947007179260254
1660249223.4910862,-1.2377474308013916,3.1953535079956055
1660249223.5034966,-1.2373822927474976,3.1958136558532715
1660249223.5113804,-1.2370498180389404,3.196528673171997
1660249223.5225754,-1.2365800142288208,3.1973469257354736
1660249223.5255735,-1.2358310222625732,3.198183059692383
1660249223.531116,-1.235183835029602,3.199031352996826
1660249223.5411525,-1.234495997428894,3.200132131576538
1660249223.5535624,-1.2336571216583252,3.200735569000244
1660249223.561346,-1.232997179031372,3.2015936374664307
1660249223.5731554,-1.2321134805679321,3.202521800994873
1660249223.6366353,-1.2267348766326904,3.2096176147460938
