time,x,y
1660158051.3175468,-1.5754400491714478,3.0565924644470215
1660158051.3243532,-1.5749949216842651,3.0532960891723633
1660158051.3316,-1.5737496614456177,3.0482513904571533
1660158051.3386319,-1.5737563371658325,3.0469815731048584
1660158051.346217,-1.572988748550415,3.045560359954834
1660158051.3534834,-1.5719220638275146,3.0444083213806152
1660158051.3601627,-1.5703917741775513,3.0431652069091797
1660158051.366634,-1.5669493675231934,3.0410149097442627
1660158051.37709,-1.5648128986358643,3.0399489402770996
1660158051.3862767,-1.5630652904510498,3.039113998413086
1660158051.3961174,-1.5584076642990112,3.0376152992248535
1660158051.4066029,-1.556090235710144,3.037229299545288
1660158051.4165685,-1.553824543952942,3.037047863006592
1660158051.425871,-1.5518115758895874,3.037081003189087
1660158051.4362166,-1.5496418476104736,3.037356376647949
1660158051.446844,-1.5468097925186157,3.0381646156311035
1660158051.4563005,-1.544433355331421,3.0381665229797363
1660158051.466167,-1.542871117591858,3.0382771492004395
1660158051.4759052,-1.540988564491272,3.0384881496429443
1660158051.4862168,-1.5392957925796509,3.038736343383789
1660158051.4960759,-1.537520170211792,3.0389041900634766
1660158051.5061662,-1.535853385925293,3.0390520095825195
1660158051.5122888,-1.534173607826233,3.0391130447387695
1660158051.5188649,-1.5325443744659424,3.0390539169311523
1660158051.525904,-1.530853271484375,3.0389223098754883
1660158051.5358553,-1.5292320251464844,3.038705825805664
1660158051.5464165,-1.527380347251892,3.0380563735961914
1660158051.5532005,-1.5258234739303589,3.0376744270324707
1660158051.5596774,-1.5242834091186523,3.037294626235962
1660158051.566537,-1.522874116897583,3.0369462966918945
1660158051.5760822,-1.5214086771011353,3.036604166030884
1660158051.585866,-1.520037055015564,3.036195755004883
1660158051.5959704,-1.5186649560928345,3.03598952293396
1660158051.602742,-1.5171366930007935,3.035957098007202
1660158051.6090584,-1.5157400369644165,3.0359506607055664
1660158051.6155736,-1.5142498016357422,3.035968065261841
1660158051.6260512,-1.512820839881897,3.035984754562378
1660158051.636525,-1.511323094367981,3.036015510559082
1660158051.6464415,-1.5097302198410034,3.0359785556793213
1660158051.65268,-1.5081108808517456,3.035921573638916
1660158051.6589897,-1.5063732862472534,3.0358171463012695
1660158051.6659703,-1.5047141313552856,3.035674810409546
1660158051.675943,-1.5028496980667114,3.0354766845703125
1660158051.686229,-1.5009565353393555,3.0352730751037598
1660158051.6960237,-1.498891830444336,3.0350182056427
1660158051.7026937,-1.496878743171692,3.034691333770752
1660158051.70875,-1.4946898221969604,3.0343551635742188
1660158051.7158072,-1.492448091506958,3.033993721008301
1660158051.7247138,-1.4901264905929565,3.0335745811462402
1660158051.7342129,-1.4878672361373901,3.032987356185913
1660158051.7466493,-1.4856606721878052,3.0325045585632324
1660158051.7531817,-1.4833478927612305,3.0319087505340576
1660158051.7593954,-1.480825662612915,3.031064033508301
1660158051.7657578,-1.4784349203109741,3.030284881591797
1660158051.7766716,-1.4759342670440674,3.0294110774993896
1660158051.7863634,-1.4734208583831787,3.028444528579712
1660158051.796476,-1.4709118604660034,3.0275073051452637
1660158051.8026903,-1.4684529304504395,3.0266451835632324
1660158051.8090434,-1.465746521949768,3.025669813156128
1660158051.816758,-1.4631836414337158,3.024940013885498
1660158051.8263826,-1.460636854171753,3.024104595184326
1660158051.8362,-1.4580907821655273,3.023298501968384
1660158051.8458889,-1.455208420753479,3.0222764015197754
1660158051.8525376,-1.452635407447815,3.021562099456787
