time,x,y
1660249114.7452068,-1.6127538681030273,3.2211079597473145
1660249114.755466,-1.613215446472168,3.2212185859680176
1660249114.7675476,-1.6136530637741089,3.221323013305664
1660249114.7760983,-1.6142019033432007,3.221478223800659
1660249114.7846138,-1.6144415140151978,3.2216074466705322
1660249114.7934368,-1.6148381233215332,3.221781015396118
1660249114.8014882,-1.6153371334075928,3.221973180770874
1660249114.807093,-1.6156734228134155,3.2215917110443115
1660249114.8117344,-1.616129994392395,3.22178053855896
1660249114.823093,-1.6165693998336792,3.2219207286834717
1660249114.8257365,-1.6171443462371826,3.222050428390503
1660249114.8312228,-1.6176048517227173,3.2221157550811768
1660249114.8411016,-1.6179580688476562,3.2221150398254395
1660249114.853406,-1.6185343265533447,3.2221572399139404
1660249114.8614151,-1.6192142963409424,3.2221741676330566
1660249114.8723385,-1.6195852756500244,3.222132921218872
1660249114.8756123,-1.6200920343399048,3.2221181392669678
1660249114.8810143,-1.6203175783157349,3.2220258712768555
1660249114.8916073,-1.6207573413848877,3.2219934463500977
1660249114.9046128,-1.6211631298065186,3.221933364868164
1660249114.9225814,-1.621620535850525,3.221935987472534
1660249115.3454833,-1.6169053316116333,3.2238693237304688
1660249115.3559735,-1.615667462348938,3.2239668369293213
1660249115.3673756,-1.6146012544631958,3.2241439819335938
1660249115.3769639,-1.6134384870529175,3.2244226932525635
1660249115.3833625,-1.611865758895874,3.224637031555176
1660249115.386193,-1.6101771593093872,3.224759578704834
1660249115.39244,-1.608616590499878,3.22491455078125
1660249115.4035778,-1.6069101095199585,3.2250351905822754
1660249115.4113266,-1.6052426099777222,3.225162982940674
1660249115.421425,-1.6035821437835693,3.225358009338379
1660249115.4238882,-1.6016820669174194,3.2255682945251465
1660249115.431294,-1.600028395652771,3.225788116455078
1660249115.441138,-1.598503589630127,3.2259068489074707
1660249115.457545,-1.5970804691314697,3.226172685623169
1660249115.4662464,-1.5955042839050293,3.2264065742492676
1660249115.4765768,-1.5940762758255005,3.2267069816589355
1660249115.485722,-1.5922391414642334,3.2269370555877686
1660249115.494312,-1.5904289484024048,3.227159261703491
1660249115.5038722,-1.5884994268417358,3.2273027896881104
1660249115.5113177,-1.5865674018859863,3.2275381088256836
1660249115.517914,-1.585115671157837,3.2278876304626465
1660249115.5225556,-1.5833637714385986,3.228259325027466
1660249115.5267353,-1.5813218355178833,3.2285614013671875
1660249115.5310175,-1.5794146060943604,3.228909492492676
1660249115.5457528,-1.577070951461792,3.2290472984313965
1660249115.55653,-1.5749231576919556,3.2293362617492676
1660249115.5667472,-1.572289228439331,3.229688882827759
1660249115.5769777,-1.570496916770935,3.2302024364471436
1660249115.5862167,-1.5690652132034302,3.230764865875244
1660249115.5975165,-1.5669529438018799,3.2312283515930176
1660249115.6058822,-1.5643972158432007,3.231668710708618
1660249115.6119883,-1.5621508359909058,3.2322001457214355
1660249115.6169703,-1.5601617097854614,3.232569932937622
1660249115.705627,-1.5385156869888306,3.237058162689209
1660249115.7663713,-1.5257352590560913,3.238232135772705
1660249115.7759783,-1.5228450298309326,3.2387564182281494
1660249115.7968838,-1.5202547311782837,3.239349365234375
1660249115.8067803,-1.5191155672073364,3.2396364212036133
1660249115.8175728,-1.5194035768508911,3.240145206451416
1660249115.827077,-1.5161792039871216,3.2400498390197754
1660249115.8358967,-1.5147502422332764,3.240231513977051
1660249115.844796,-1.5132277011871338,3.2402255535125732
1660249115.8542254,-1.5118046998977661,3.240325450897217
1660249115.8652143,-1.510514497756958,3.2406272888183594
1660249115.8742945,-1.5090981721878052,3.2408008575439453
1660249115.8815744,-1.5075386762619019,3.2408037185668945
1660249115.886237,-1.5058801174163818,3.2408511638641357
1660249115.8899941,-1.5040745735168457,3.2407915592193604
1660249115.893923,-1.501779317855835,3.240259885787964
1660249115.9036903,-1.4999152421951294,3.2401068210601807
1660249115.9114256,-1.4981857538223267,3.2398769855499268
1660249115.9210627,-1.4966368675231934,3.2396316528320312
1660249115.9236724,-1.4948623180389404,3.239288806915283
1660249115.9318943,-1.4931471347808838,3.238896608352661
1660249115.941196,-1.4916019439697266,3.2384743690490723
1660249115.953401,-1.4901059865951538,3.2379822731018066
1660249115.9612503,-1.4887148141860962,3.237445831298828
1660249115.9713237,-1.4872804880142212,3.236929416656494
1660249115.9738953,-1.4860470294952393,3.236548900604248
1660249115.9812975,-1.4845032691955566,3.2359447479248047
1660249115.9965541,-1.4833518266677856,3.235572099685669
1660249116.006709,-1.4819841384887695,3.2351925373077393
1660249116.01754,-1.4807528257369995,3.23494815826416
1660249116.026251,-1.479324460029602,3.234696388244629
1660249116.032761,-1.4781051874160767,3.2345776557922363
1660249116.036795,-1.4766805171966553,3.23433518409729
1660249116.042461,-1.4755078554153442,3.23421311378479
1660249116.0580704,-1.4746372699737549,3.2342047691345215
1660249116.066603,-1.4735476970672607,3.2340919971466064
1660249116.0773437,-1.4725456237792969,3.233983039855957
1660249116.0866952,-1.471819281578064,3.233952283859253
1660249116.0960007,-1.4707914590835571,3.2338571548461914
1660249116.1048343,-1.469656229019165,3.2337493896484375
1660249116.1142652,-1.468848466873169,3.2337095737457275
1660249116.120624,-1.4681110382080078,3.233670711517334
1660249116.1259902,-1.4674217700958252,3.233670949935913
1660249116.1315787,-1.4666858911514282,3.2336292266845703
1660249116.1373355,-1.4658794403076172,3.233611583709717
1660249116.1411114,-1.4650142192840576,3.2336392402648926
1660249116.1535163,-1.464257836341858,3.2337541580200195
1660249116.161355,-1.4632668495178223,3.2338707447052
1660249116.1711893,-1.462356448173523,3.234091281890869
1660249116.173834,-1.4617211818695068,3.2344532012939453
1660249116.1813278,-1.4608451128005981,3.234680414199829
1660249116.1962762,-1.4598745107650757,3.23492693901062
1660249116.206856,-1.458937168121338,3.2352516651153564
1660249116.218106,-1.4580696821212769,3.2356743812561035
1660249116.227032,-1.4571141004562378,3.2360622882843018
1660249116.2361767,-1.4564625024795532,3.2366039752960205
1660249116.2426424,-1.4556262493133545,3.2370643615722656
1660249116.2462459,-1.4547903537750244,3.2375869750976562
1660249116.2522836,-1.4538538455963135,3.2380692958831787
1660249116.2613046,-1.4530588388442993,3.238663911819458
1660249116.271211,-1.4522806406021118,3.2392451763153076
1660249116.2739046,-1.4516079425811768,3.239950180053711
1660249116.281477,-1.4507709741592407,3.2405881881713867
1660249116.2913816,-1.4502294063568115,3.2413699626922607
1660249116.30335,-1.4496873617172241,3.2421326637268066
1660249116.3112688,-1.4492990970611572,3.2429213523864746
1660249116.320905,-1.4489398002624512,3.2435860633850098
1660249116.3235888,-1.4489576816558838,3.244257688522339
1660249116.3318386,-1.448866844177246,3.2448506355285645
1660249116.3411217,-1.4491150379180908,3.2456278800964355
1660249116.3532543,-1.449276089668274,3.2463529109954834
1660249116.3613129,-1.449694275856018,3.247243881225586
1660249116.3715353,-1.4501962661743164,3.2480921745300293
1660249116.374414,-1.4506968259811401,3.2488484382629395
1660249116.381249,-1.4518232345581055,3.249720335006714
1660249116.3908303,-1.4537477493286133,3.2507286071777344
1660249116.4032688,-1.454840898513794,3.2511608600616455
1660249116.4119341,-1.4569625854492188,3.251882314682007
1660249116.4216723,-1.4586645364761353,3.2520751953125
1660249116.424876,-1.4596412181854248,3.2520601749420166
1660249116.4314349,-1.461328148841858,3.251742124557495
1660249116.5759764,-1.4964498281478882,3.2375423908233643
1660249116.583061,-1.4996051788330078,3.2360546588897705
1660249116.5907984,-1.5060712099075317,3.2333171367645264
1660249116.5981865,-1.5092731714248657,3.231886863708496
1660249116.6041648,-1.512324333190918,3.2306811809539795
1660249116.6092966,-1.5153303146362305,3.2292656898498535
1660249116.6118538,-1.518430471420288,3.2281486988067627
1660249116.614132,-1.5207024812698364,3.2264456748962402
1660249116.6231263,-1.5231081247329712,3.225127935409546
1660249116.6407619,-1.528589129447937,3.2212605476379395
1660249116.6573894,-1.53074049949646,3.2205352783203125
1660249116.6661444,-1.5321595668792725,3.2197206020355225
1660249116.6764882,-1.5333235263824463,3.2189695835113525
1660249116.6854336,-1.5339118242263794,3.218191623687744
1660249116.6942177,-1.5361418724060059,3.2180087566375732
1660249116.703248,-1.5370838642120361,3.2172954082489014
1660249116.7123485,-1.5380240678787231,3.2165603637695312
1660249116.7216728,-1.5391508340835571,3.2160611152648926
1660249117.1960955,-1.4431339502334595,3.2063934803009033
1660249117.2043788,-1.4312355518341064,3.205348253250122
1660249117.215099,-1.4283080101013184,3.205335855484009
1660249117.2234447,-1.4207091331481934,3.2042338848114014
1660249117.232547,-1.4170520305633545,3.2038381099700928
1660249117.241106,-1.413170337677002,3.2032856941223145
1660249117.2496545,-1.4096101522445679,3.2028729915618896
1660249117.2581415,-1.4059466123580933,3.202223062515259
1660249117.268585,-1.4022680521011353,3.2015531063079834
1660249117.2772892,-1.3989615440368652,3.200995922088623
1660249117.2863016,-1.3954960107803345,3.200442314147949
1660249117.2950594,-1.392113447189331,3.1997838020324707
1660249117.3040972,-1.3888319730758667,3.1991803646087646
1660249117.3125465,-1.3854337930679321,3.1982455253601074
1660249117.3197186,-1.3821529150009155,3.1971352100372314
1660249117.3250291,-1.379183292388916,3.1960866451263428
1660249117.3284352,-1.3761677742004395,3.1948623657226562
1660249117.3311577,-1.3731727600097656,3.193431854248047
1660249117.3348026,-1.3703027963638306,3.1919569969177246
1660249117.3390963,-1.3674339056015015,3.1903433799743652
1660249117.3418784,-1.364378571510315,3.1885998249053955
1660249117.3447545,-1.3613897562026978,3.186952590942383
1660249117.353274,-1.358372688293457,3.18505597114563
1660249117.3611608,-1.3553107976913452,3.183013916015625
1660249117.371273,-1.3524260520935059,3.1811866760253906
1660249117.374049,-1.3495279550552368,3.1790952682495117
1660249117.3809946,-1.3466734886169434,3.176849842071533
1660249117.3912625,-1.3436553478240967,3.174699544906616
1660249117.4032946,-1.3411965370178223,3.1723148822784424
1660249117.411097,-1.338609218597412,3.1700985431671143
1660249117.4210532,-1.3360928297042847,3.1674797534942627
1660249117.4233754,-1.3336032629013062,3.164893627166748
1660249117.4312153,-1.3311728239059448,3.162093162536621
1660249117.4410312,-1.328843355178833,3.1592798233032227
1660249117.453672,-1.3265091180801392,3.1561567783355713
